order_id,date,customer_id,customer_age,customer_gender,customer_segment,product_category,product_name,unit_price,quantity,subtotal,discount_rate,discount_amount,tax_rate,tax_amount,shipping_cost,total_amount,sales_channel,payment_method,region,sales_rep,lead_source,is_returned,return_reason,satisfaction_score,year,month,quarter,day_of_week,is_weekend,profit_margin,profit
ORD_20210808_6527,2021-08-08,CUST_77435,24.0,Male,Enterprise,Toys & Games,Elite Set 771,55.78,1,55.78,0.0,0.0,0.1,5.58,5.65,61.36,Mobile App,Credit Card,Asia Pacific,Tiffany Miller,Advertisement,False,,9.0,2021,8,3,Sunday,True,0.40965123431918604,25.136199737825255
ORD_20240814_2518,2024-08-14,CUST_44433,34.0,Other,Budget,Books,Elite Package 484,54.04,1,54.04,0.0,0.0,0.05,2.7,0.68,56.75,Online,Credit Card,Middle East & Africa,Christopher Coleman,Social Media,False,,6.0,2024,8,3,Wednesday,False,0.18622434200518437,10.568231408794214
ORD_20240716_8228,2024-07-16,CUST_90477,57.0,Other,Budget,Clothing,Basic System 309,74.09,2,148.17,0.1062,15.74,0.1,13.24,0.0,145.68,Mobile App,Debit Card,Asia Pacific,Ms. Amanda Wilkins,Direct,True,Damaged in Shipping,2.0,2024,7,3,Tuesday,False,0.4275989008651596,62.292607878036456
ORD_20220417_6452,2022-04-17,CUST_58599,38.0,Male,Standard,Sports & Outdoors,Standard Tool 266,66.64,1,66.64,0.0,0.0,0.15,10.0,0.0,76.64,Retail Store,Debit Card,Latin America,Shawn King,Organic Search,False,,7.0,2022,4,2,Sunday,True,0.1662415421722827,12.740751792083747
ORD_20241027_3783,2024-10-27,CUST_52548,23.0,Other,Standard,Electronics,Premium Package 924,306.23,1,306.23,0.0,0.0,0.08,24.5,0.0,330.72,Online,Bank Transfer,North America,Dr. Molly Williams DDS,Email,False,,9.0,2024,10,4,Sunday,True,0.3675944681700818,121.57084251320946
ORD_20221215_8369,2022-12-15,CUST_86675,58.0,Female,Standard,Home & Garden,Classic Kit 784,213.7,1,213.7,0.0,0.0,0.1,21.37,0.0,235.07,Online,Credit Card,Asia Pacific,Tyler Bryant,Referral,False,,8.0,2022,12,4,Thursday,False,0.29546816330328396,69.45570114770295
ORD_20211227_4753,2021-12-27,CUST_19963,62.0,Male,Premium,Toys & Games,Deluxe Unit 557,106.64,1,106.64,0.0,0.0,0.15,16.0,0.0,122.64,Retail Store,Credit Card,Latin America,Jonathan Vasquez,Paid Search,False,,9.0,2021,12,4,Monday,False,0.4292334692008507,52.64119266279233
ORD_20211007_5918,2021-10-07,CUST_88323,62.0,Male,Budget,Toys & Games,Standard Unit 110,16.17,1,16.17,0.0,0.0,0.2,3.23,0.0,19.41,Retail Store,Credit Card,Europe,Collin Duffy,Email,True,Damaged in Shipping,2.0,2021,10,4,Thursday,False,0.15975723750736212,3.100887980017899
ORD_20211228_6853,2021-12-28,CUST_14471,33.0,Female,Budget,Sports & Outdoors,Classic Package 744,110.26,1,110.26,0.076,8.38,0.08,8.15,0.0,110.03,Online,Debit Card,North America,Randy Logan,Email,False,,10.0,2021,12,4,Tuesday,False,0.3464121019060846,38.115723572726495
ORD_20200504_3139,2020-05-04,CUST_42204,70.0,Female,Budget,Sports & Outdoors,Basic System 579,40.57,1,40.57,0.0579,2.35,0.15,5.73,0.0,43.96,Retail Store,Credit Card,Latin America,Victoria Knight,Organic Search,False,,,2020,5,2,Monday,False,0.23233968539247524,10.213652569853211
ORD_20211107_2506,2021-11-07,CUST_13106,52.0,Other,Standard,Home & Garden,Standard Kit 134,128.65,1,128.65,0.0,0.0,0.08,10.29,0.0,138.94,Retail Store,Credit Card,North America,Mark Dalton,Advertisement,False,,,2021,11,4,Sunday,True,0.17609401867861643,24.466502955206966
ORD_20241022_7394,2024-10-22,CUST_72705,62.0,Female,Standard,Toys & Games,Pro Package 438,6.87,1,6.87,0.0,0.0,0.2,1.37,9.46,8.24,Online,PayPal,Europe,Richard Lopez,Referral,False,,,2024,10,4,Tuesday,False,0.3640187974953357,2.9995148913615663
ORD_20230922_2989,2023-09-22,CUST_28322,28.0,Other,Standard,Electronics,Premium Package 204,501.82,3,1505.45,0.0,0.0,0.2,301.09,0.0,1806.53,Phone,Debit Card,Europe,William Jackson,Paid Search,True,Changed Mind,3.0,2023,9,3,Friday,False,0.23693060314178527,428.0222424937293
ORD_20201114_2723,2020-11-14,CUST_41732,46.0,Male,Premium,Sports & Outdoors,Elite Unit 860,153.65,1,153.65,0.2474,38.01,0.08,9.25,0.0,124.9,Phone,Credit Card,North America,Michele Johnson,Paid Search,False,,6.0,2020,11,4,Saturday,True,0.2984547285674293,37.27699559807192
ORD_20230104_9778,2023-01-04,CUST_21094,59.0,Male,Premium,Sports & Outdoors,Deluxe Device 483,139.68,1,139.68,0.0,0.0,0.15,20.95,0.0,160.63,Phone,Credit Card,Latin America,Sharon Lang,Organic Search,False,,10.0,2023,1,1,Wednesday,False,0.1977284745861544,31.76112487277398
ORD_20230519_5481,2023-05-19,CUST_69251,75.0,Male,Budget,Books,Elite Widget 104,7.53,4,30.12,0.0,0.0,0.08,2.41,0.0,32.52,Third Party,Credit Card,North America,Ryan Grant,Referral,False,,9.0,2023,5,2,Friday,False,0.4379921083737853,14.243503364315501
ORD_20210108_6144,2021-01-08,CUST_20271,47.0,Other,Premium,Clothing,Basic Set 340,62.66,1,62.66,0.0,0.0,0.15,9.4,3.07,72.06,Online,Debit Card,Latin America,Sabrina Ellison,Advertisement,False,,10.0,2021,1,1,Friday,False,0.21628893572039776,15.585780708011862
ORD_20210710_2431,2021-07-10,CUST_68387,24.0,Other,Budget,Electronics,Premium Device 651,644.35,1,644.35,0.0619,39.9,0.08,48.36,0.0,652.8,Online,Debit Card,North America,Alejandro Nguyen,Referral,False,,8.0,2021,7,3,Saturday,True,0.32469209185185643,211.95899756089187
ORD_20220523_5620,2022-05-23,CUST_44400,42.0,Male,Budget,Health & Beauty,Deluxe System 720,82.05,2,164.1,0.0,0.0,0.1,16.41,0.0,180.51,Online,Credit Card,Asia Pacific,Brent Lewis,Email,False,,8.0,2022,5,2,Monday,False,0.3953404391858416,71.36290267743627
ORD_20231024_2768,2023-10-24,CUST_99928,72.0,Other,Enterprise,Clothing,Basic Unit 536,112.3,3,336.91,0.0,0.0,0.08,26.95,0.0,363.87,Online,Bank Transfer,North America,Renee Bruce,Email,False,,7.0,2023,10,4,Tuesday,False,0.3370142723903152,122.62938329466398
ORD_20230420_8895,2023-04-20,CUST_83635,50.0,Male,Budget,Books,Classic Kit 115,29.77,4,119.1,0.0,0.0,0.08,9.53,0.0,128.62,Online,Debit Card,North America,John Robertson,Email,False,,9.0,2023,4,2,Thursday,False,0.3868603567911326,49.75797909047548
ORD_20240112_6631,2024-01-12,CUST_94106,67.0,Other,Premium,Home & Garden,Basic Package 246,136.95,1,136.95,0.0,0.0,0.08,10.96,0.0,147.91,Online,PayPal,North America,Patrick Morgan,Email,False,,6.0,2024,1,1,Friday,False,0.43277805076601483,64.01220148880125
ORD_20200307_9122,2020-03-07,CUST_74795,33.0,Male,Standard,Sports & Outdoors,Deluxe Unit 979,10.93,1,10.93,0.0807,0.88,0.08,0.8,14.06,10.86,Online,Credit Card,North America,Zachary Booker,Paid Search,False,,8.0,2020,3,1,Saturday,True,0.21349675953235786,2.318574808521406
ORD_20200615_8165,2020-06-15,CUST_21725,59.0,Other,Budget,Toys & Games,Elite Package 534,16.64,1,16.64,0.1316,2.19,0.1,1.44,14.57,15.89,Mobile App,PayPal,Asia Pacific,Rebecca Martinez,Referral,False,,9.0,2020,6,2,Monday,False,0.15519112304077837,2.4659869451179683
ORD_20220721_6098,2022-07-21,CUST_22564,66.0,Male,Premium,Clothing,Classic System 287,54.84,140,54.84,0.055,3.02,0.15,7.77,0.86,7676.94,Mobile App,PayPal,Latin America,Dakota Lawson,Social Media,False,,9.0,2022,7,3,Thursday,False,0.19421106890960335,1490.9467233548903
ORD_20230518_4019,2023-05-18,CUST_30280,25.0,Other,Budget,Clothing,Deluxe Kit 789,97.75,1,97.75,0.0,0.0,0.08,7.82,0.0,105.57,Online,Credit Card,North America,Christopher Walker,Referral,False,,7.0,2023,5,2,Thursday,False,0.2835992083381203,29.93956842425536
ORD_20200929_2902,2020-09-29,CUST_24806,56.0,Other,Premium,Sports & Outdoors,Classic Unit 619,45.84,2,91.67,0.1099,10.08,0.08,6.53,1.19,88.12,Online,Debit Card,North America,William Sanders,Email,False,,9.0,2020,9,3,Tuesday,False,0.43102759638993304,37.9821517938809
ORD_20231206_2094,2023-12-06,CUST_90362,60.0,Other,Standard,Clothing,Elite Set 313,44.77,1,44.77,0.0,0.0,0.08,3.58,13.85,48.35,Online,Credit Card,North America,Bryan Padilla,Paid Search,False,,6.0,2023,12,4,Wednesday,False,0.36562521793562996,17.67797928718771
ORD_20241013_7924,2024-10-13,CUST_30926,76.0,Female,Standard,Sports & Outdoors,Classic Widget 877,31.16,1,31.16,0.0,0.0,0.08,2.49,11.24,33.65,Phone,Credit Card,North America,Brandon Davis,Email,False,,9.0,2024,10,4,Sunday,True,0.44825164369384773,15.083667810297976
ORD_20200926_6963,2020-09-26,CUST_44274,78.0,Female,Enterprise,Sports & Outdoors,Elite Unit 864,103.58,1,103.58,0.0,0.0,0.2,20.72,0.0,124.3,Third Party,Credit Card,Europe,Kristi Wheeler,Email,False,,8.0,2020,9,3,Saturday,True,0.44365151577264683,55.14588341054
ORD_20230611_8025,2023-06-11,CUST_87139,46.0,Female,Budget,Electronics,Basic Package 404,666.39,1,666.39,0.0,0.0,0.1,66.64,0.0,733.03,Mobile App,Credit Card,Asia Pacific,Terri Mason,Organic Search,False,,8.0,2023,6,2,Sunday,True,0.25429585076414096,186.40648748563825
ORD_20220124_4078,2022-01-24,CUST_76254,18.0,Female,Premium,Sports & Outdoors,Deluxe System 178,144.52,2,289.05,0.0,0.0,0.08,23.12,0.0,312.17,Phone,Credit Card,North America,Jose Crawford,Paid Search,False,,,2022,1,1,Monday,False,0.3013850788015282,94.08338004947306
ORD_20240221_7098,2024-02-21,CUST_81714,40.0,Female,Budget,Books,Elite Unit 404,34.59,1,34.59,0.1177,4.07,0.15,4.58,8.5,35.1,Mobile App,Debit Card,Latin America,Crystal Wagner,Paid Search,False,,8.0,2024,2,1,Wednesday,False,0.2653076922437534,9.312299997755744
ORD_20240809_9063,2024-08-09,CUST_30488,49.0,Other,Budget,Toys & Games,Deluxe Tool 304,38.27,1,38.27,0.0719,2.75,0.15,5.33,7.61,40.84,Online,Credit Card,Latin America,Brandon Austin,Referral,False,,6.0,2024,8,3,Friday,False,0.16057552205249906,6.557904320624062
ORD_20231103_4146,2023-11-03,CUST_43123,41.0,Male,Premium,Sports & Outdoors,Deluxe System 971,131.58,1,131.58,0.2142,28.19,0.1,10.34,0.0,113.74,Online,Credit Card,Asia Pacific,Brenda Carrillo,Direct,False,,10.0,2023,11,4,Friday,False,0.221357890316216,25.177246444566407
ORD_20220311_5335,2022-03-11,CUST_75454,18.0,Other,Enterprise,Sports & Outdoors,Basic Device 905,151.91,1,151.91,0.0,0.0,0.2,30.38,0.0,182.29,Phone,Debit Card,Europe,Charles Barrera,Referral,False,,6.0,2022,3,1,Friday,False,0.23796944246176194,43.37944966635458
ORD_20240321_1586,2024-03-21,CUST_38660,75.0,Other,Standard,Automotive,Premium Kit 952,152.25,1,152.25,0.0943,14.36,0.15,20.68,0.0,158.58,Mobile App,Credit Card,Latin America,Andrea Petty,Email,False,,6.0,2024,3,1,Thursday,False,0.3501814644521345,55.53177663281949
ORD_20220212_5754,2022-02-12,CUST_73559,35.0,Other,Budget,Clothing,Premium Tool 323,5.0,1,5.0,0.0,0.0,0.05,0.25,11.16,5.25,Mobile App,Credit Card,Middle East & Africa,Jasmine Smith,Advertisement,False,,6.0,2022,2,1,Saturday,True,0.3285027367839377,1.7246393681156729
ORD_20240808_9427,2024-08-08,CUST_43975,54.0,Female,Budget,Electronics,Premium System 779,555.2,3,1665.6,0.0,0.0,0.08,133.25,0.0,1798.85,Retail Store,Credit Card,North America,Kayla Carlson,Advertisement,False,,8.0,2024,8,3,Thursday,False,0.4071430766712473,732.3893234700731
ORD_20230415_7542,2023-04-15,CUST_92853,71.0,Other,Budget,Books,Elite Widget 164,8.69,1,8.69,0.0509,0.44,0.1,0.83,0.0,9.08,Retail Store,Debit Card,Asia Pacific,Brianna Williams,Social Media,False,,9.0,2023,4,2,Saturday,True,0.30123077064923653,2.735175397495068
ORD_20200802_2871,2020-08-02,CUST_69475,43.0,Other,Standard,Toys & Games,Deluxe Package 765,99.37,1,99.37,0.0,0.0,0.2,19.87,0.0,119.24,Mobile App,Bank Transfer,Europe,Jamie Cruz,Paid Search,False,,,2020,8,3,Sunday,True,0.3662417587742376,43.67066731624009
ORD_20210324_7796,2021-03-24,CUST_22678,36.0,Male,Standard,Home & Garden,Pro Kit 607,206.02,4,824.09,0.0,0.0,0.2,164.82,0.0,988.91,Online,Cash,Europe,Troy Clark,Social Media,False,,,2021,3,1,Wednesday,False,0.3984038307625572,393.98553227940045
ORD_20210526_9572,2021-05-26,CUST_22616,39.0,Male,Standard,Automotive,Basic System 213,87.26,2,174.51,0.0,0.0,0.1,17.45,0.0,191.96,Retail Store,Credit Card,Asia Pacific,Steven Sandoval,Advertisement,False,,8.0,2021,5,2,Wednesday,False,0.35866109031829735,68.84858289750036
ORD_20220815_5153,2022-08-15,CUST_73765,49.0,Female,Budget,Books,Pro Set 779,50.65,2,101.31,0.0,0.0,0.08,8.1,0.0,109.41,Online,Debit Card,North America,Derrick Huff,Paid Search,False,,10.0,2022,8,3,Monday,False,0.3753109972263674,41.06277620653685
ORD_20210112_5193,2021-01-12,CUST_91785,78.0,Other,Enterprise,Sports & Outdoors,Elite Package 638,139.83,1,139.83,0.0966,13.51,0.2,25.26,0.0,151.59,Online,PayPal,Europe,Joshua Mcbride,Social Media,False,,6.0,2021,1,1,Tuesday,False,0.3724513542859755,56.45990079621102
ORD_20200821_4079,2020-08-21,CUST_75529,43.0,Other,Premium,Electronics,Premium Kit 241,551.35,1,551.35,0.0,0.0,0.2,110.27,0.0,661.62,Mobile App,Credit Card,Europe,Michael Farmer,Organic Search,False,,6.0,2020,8,3,Friday,False,0.16585097692648115,109.73032335409846
ORD_20230922_4736,2023-09-22,CUST_29303,66.0,Female,Premium,Clothing,Premium Unit 643,68.05,1,68.05,0.0,0.0,0.08,5.44,6.74,73.49,Online,Debit Card,North America,Brandi Le,Social Media,False,,9.0,2023,9,3,Friday,False,0.2266241143564408,16.654606164054833
ORD_20210501_9288,2021-05-01,CUST_75989,60.0,Female,Budget,Automotive,Pro Package 631,146.76,1,146.76,0.0,0.0,0.2,29.35,0.0,176.11,Phone,Credit Card,Europe,Rodney Reed,Email,False,,6.0,2021,5,2,Saturday,True,0.15199187760965047,26.767289565835547
ORD_20211112_7179,2021-11-12,CUST_45187,30.0,Female,Standard,Clothing,Pro Kit 152,121.47,2,242.95,0.0,0.0,0.15,36.44,0.0,279.39,Retail Store,PayPal,Latin America,Karl Branch,Social Media,True,Not as Described,2.0,2021,11,4,Friday,False,0.194797756101278,54.42454507713606
ORD_20231004_4758,2023-10-04,CUST_66215,23.0,Female,Standard,Electronics,Premium Kit 981,358.96,3,1076.89,0.0,0.0,0.2,215.38,0.0,1292.27,Retail Store,Credit Card,Europe,Lisa Hart,Advertisement,False,,6.0,2023,10,4,Wednesday,False,0.27705904507794227,358.03509218287246
ORD_20220202_1685,2022-02-02,CUST_21349,58.0,Male,Budget,Clothing,Elite Device 206,82.84,1,82.84,0.0,0.0,0.05,4.14,7.09,86.98,Online,Credit Card,Middle East & Africa,William Lewis,Referral,False,,6.0,2022,2,1,Wednesday,False,0.23987541882098556,20.864363929049325
ORD_20210420_2330,2021-04-20,CUST_63385,47.0,,Standard,Clothing,Deluxe System 417,42.65,2,85.31,0.0,0.0,0.15,12.8,1.01,98.1,Online,Debit Card,Latin America,Jared Gibbs,Social Media,False,,10.0,2021,4,2,Tuesday,False,0.25697653530191433,25.209398113117796
ORD_20240604_4400,2024-06-04,CUST_55266,22.0,Other,Budget,Clothing,Pro Device 472,116.19,1,116.19,0.0,0.0,0.2,23.24,0.0,139.43,Mobile App,Credit Card,Europe,James Gordon DDS,Advertisement,False,,10.0,2024,6,2,Tuesday,False,0.39566027940121895,55.16691275691196
ORD_20200129_6320,2020-01-29,CUST_44351,57.0,Male,Standard,Health & Beauty,Standard Device 608,71.17,1,71.17,0.0992,7.06,0.2,12.82,2.26,76.93,Mobile App,Credit Card,Europe,Casey Smith,Advertisement,True,Wrong Item,2.0,2020,1,1,Wednesday,False,0.2981622173317606,22.937619379332347
ORD_20240303_8932,2024-03-03,CUST_95633,42.0,Other,Standard,Health & Beauty,Pro Device 470,32.87,1,32.87,0.0,0.0,0.08,2.63,10.08,35.5,Phone,Debit Card,North America,Jake Morgan,Email,False,,7.0,2024,3,1,Sunday,True,0.2941212647213594,10.441304897608259
ORD_20240111_8163,2024-01-11,CUST_28728,40.0,Other,Budget,Automotive,Elite Set 828,301.26,1,301.26,0.1027,30.95,0.2,54.06,0.0,324.37,Retail Store,Credit Card,Europe,Joy Smith,Email,False,,8.0,2024,1,1,Thursday,False,0.3144831945317357,102.0089138102591
ORD_20210821_1687,2021-08-21,CUST_48130,59.0,Female,Standard,Clothing,Pro Tool 216,79.36,1,79.36,0.0,0.0,0.1,7.94,4.23,87.29,Mobile App,Debit Card,Asia Pacific,Nicholas Rasmussen,Advertisement,False,,,2021,8,3,Saturday,True,0.40164084477651385,35.0592293405419
ORD_20240519_7672,2024-05-19,CUST_82602,70.0,Female,Standard,Automotive,Elite Package 331,177.11,1,177.11,0.0,0.0,0.1,17.71,0.0,194.82,Online,PayPal,Asia Pacific,Stacey Walker,Advertisement,False,,6.0,2024,5,2,Sunday,True,0.3229665563590961,62.9203445098791
ORD_20201201_4495,2020-12-01,CUST_82788,56.0,Female,Standard,Home & Garden,Basic Unit 707,89.91,1,89.91,0.1857,16.69,0.08,5.86,0.0,79.08,Retail Store,Credit Card,North America,Brooke Lambert,Email,False,,9.0,2020,12,4,Tuesday,False,0.23115185168788394,18.279488431477862
ORD_20220321_9655,2022-03-21,CUST_81438,54.0,Female,Standard,Toys & Games,Pro Widget 669,17.99,3,53.97,0.0423,2.28,0.08,4.14,0.0,55.83,Retail Store,Debit Card,North America,Linda Ward,Paid Search,False,,6.0,2022,3,1,Monday,False,0.37718367172913314,21.0581643926375
ORD_20210323_4030,2021-03-23,CUST_18795,28.0,Female,Standard,Automotive,Elite System 198,106.63,3,319.9,0.0,0.0,0.08,25.59,0.0,345.49,Online,PayPal,North America,Marvin Wilson,Direct,False,,8.0,2021,3,1,Tuesday,False,0.2507251742732548,86.62304045966681
ORD_20200423_9618,2020-04-23,CUST_10540,20.0,Male,Standard,Books,Pro Kit 697,32.3,1,32.3,0.0,0.0,0.15,4.85,0.0,37.15,Retail Store,PayPal,Latin America,Karen Griffin,Organic Search,False,,,2020,4,2,Thursday,False,0.3214384000966216,11.941436563589493
ORD_20240113_3230,2024-01-13,CUST_52194,,Female,Budget,Health & Beauty,Basic Package 579,77.76,2,155.52,0.0,0.0,0.08,12.44,0.0,167.97,Online,PayPal,North America,Lisa Moore,Advertisement,False,,9.0,2024,1,1,Saturday,True,0.44233536572199517,74.29907138032353
ORD_20220322_8911,2022-03-22,CUST_21297,26.0,Other,Enterprise,Sports & Outdoors,Pro Kit 389,92.5,1,92.5,0.0,0.0,0.2,18.5,0.0,111.0,Online,Debit Card,Europe,Alejandro Campbell,Advertisement,False,,8.0,2022,3,1,Tuesday,False,0.3955664303832251,43.90787377253798
ORD_20220108_6188,2022-01-08,CUST_30388,24.0,Female,Premium,Electronics,Pro Device 284,200.99,1,200.99,0.1148,23.08,0.08,14.23,0.0,192.13,Retail Store,Bank Transfer,North America,Donna Obrien,Direct,False,,10.0,2022,1,1,Saturday,True,0.16826652597076502,32.329047634763086
ORD_20200323_8401,2020-03-23,CUST_56173,26.0,Male,Premium,Books,Pro Tool 221,32.55,3,97.65,0.0,0.0,0.2,19.53,0.0,117.18,Phone,Cash,Europe,Lynn Flores,Advertisement,False,,9.0,2020,3,1,Monday,False,0.3412843169535562,39.99169626061772
ORD_20221221_1397,2022-12-21,CUST_71566,74.0,Female,Standard,Books,Deluxe Unit 714,38.01,1,38.01,0.0,0.0,0.08,3.04,6.23,41.05,Online,PayPal,North America,Cindy Cole,Direct,False,,9.0,2022,12,4,Wednesday,False,0.39986347875930595,16.414395803069507
ORD_20200701_6006,2020-07-01,CUST_13116,,Male,Premium,Electronics,Classic Widget 464,317.71,2,635.41,0.0,0.0,0.1,63.54,0.0,698.96,Online,Debit Card,Asia Pacific,Joy Brooks,Direct,False,,8.0,2020,7,3,Wednesday,False,0.4099009977195156,286.50440136603265
ORD_20240530_1041,2024-05-30,CUST_91752,22.0,Male,Premium,Electronics,Premium Set 658,531.65,1,531.65,0.0,0.0,0.1,53.16,0.0,584.81,Retail Store,Debit Card,Asia Pacific,Hunter Collins,Direct,False,,7.0,2024,5,2,Thursday,False,0.4134815315510194,241.80813446635165
ORD_20231228_9100,2023-12-28,CUST_65110,31.0,Male,Budget,Health & Beauty,Basic Set 853,86.52,1,86.52,0.0,0.0,0.08,6.92,6.62,93.44,Online,PayPal,North America,Hunter Lang,Direct,False,,9.0,2023,12,4,Thursday,False,0.29453103032347205,27.52097947342523
ORD_20231020_8496,2023-10-20,CUST_28542,79.0,Other,Budget,Automotive,Classic Widget 810,325.34,2,650.68,0.0464,30.21,0.08,49.64,0.0,670.1,Online,Credit Card,North America,Dominic Ferguson,Organic Search,False,,6.0,2023,10,4,Friday,False,0.3865549354495402,259.0304622447369
ORD_20241219_8933,2024-12-19,CUST_38361,55.0,Male,Premium,Clothing,Premium Tool 296,54.24,4,216.96,0.0,0.0,0.15,32.54,0.0,249.5,Retail Store,Bank Transfer,Latin America,Phillip Obrien,Paid Search,False,,7.0,2024,12,4,Thursday,False,0.32447712939204665,80.95704378331564
ORD_20200917_9561,2020-09-17,CUST_20909,65.0,Female,Budget,Home & Garden,Classic Device 282,76.48,1,76.48,0.0,0.0,0.08,6.12,0.42,82.6,Mobile App,Bank Transfer,North America,Richard Ward,Advertisement,False,,6.0,2020,9,3,Thursday,False,0.32288178741479634,26.670035640462174
ORD_20230222_4732,2023-02-22,CUST_89179,,Male,Standard,Home & Garden,Pro System 207,147.03,3,441.1,0.0,0.0,0.08,35.29,0.0,476.39,Mobile App,PayPal,North America,Jennifer Nguyen,Referral,False,,9.0,2023,2,1,Wednesday,False,0.26998507228477187,128.61818858574247
ORD_20220423_5980,2022-04-23,CUST_41732,41.0,Male,Budget,Books,Elite Widget 218,15.6,3,46.8,0.0,0.0,0.08,3.74,7.64,50.55,Online,Credit Card,North America,Bobby Williams,Referral,False,,6.0,2022,4,2,Saturday,True,0.20267487867796308,10.245215117171034
ORD_20200721_6014,2020-07-21,CUST_75781,34.0,Female,Standard,Sports & Outdoors,Pro Set 685,75.16,1,75.16,0.0,0.0,0.08,6.01,6.79,81.17,Phone,Bank Transfer,North America,Angela Murphy,Organic Search,False,,9.0,2020,7,3,Tuesday,False,0.2404288031277537,19.515605949879767
ORD_20241126_7914,2024-11-26,CUST_68722,28.0,Other,Premium,Automotive,Deluxe Set 540,280.9,3,842.69,0.1364,114.95,0.08,58.22,0.0,785.96,Online,Credit Card,North America,Lindsey Cruz MD,Paid Search,False,,9.0,2024,11,4,Tuesday,False,0.28891269417522025,227.07382111395611
ORD_20201114_7720,2020-11-14,CUST_41508,26.0,Male,Standard,Health & Beauty,Premium Unit 312,39.23,3,117.69,0.0744,8.75,0.15,16.34,0.0,125.28,Mobile App,Credit Card,Latin America,Anthony Wright,Paid Search,False,,9.0,2020,11,4,Saturday,True,0.27936333361849924,34.99863843572559
ORD_20210821_5509,2021-08-21,CUST_18439,48.0,Other,Budget,Books,Basic Unit 825,75.2,2,150.41,0.0,0.0,0.2,30.08,0.0,180.49,Online,Credit Card,Europe,Ronald Flores,Advertisement,False,,10.0,2021,8,3,Saturday,True,0.23449494810395677,42.32399318328316
ORD_20200103_9011,2020-01-03,CUST_64667,61.0,Male,Premium,Clothing,Classic Device 306,90.82,4,363.26,0.0749,27.22,0.1,33.6,0.0,369.65,Online,Credit Card,Asia Pacific,William Myers,Social Media,False,,6.0,2020,1,1,Friday,False,0.3101674462837557,114.65339651879029
ORD_20200929_1173,2020-09-29,CUST_77542,77.0,Male,Standard,Electronics,Elite Unit 655,372.97,2,745.93,0.1019,75.99,0.08,53.6,0.0,723.54,Retail Store,Credit Card,North America,Paul Anderson,Organic Search,False,,,2020,9,3,Tuesday,False,0.43340047357905676,313.5825786533907
ORD_20230731_8220,2023-07-31,CUST_80187,41.0,Other,Standard,Electronics,Basic Kit 402,243.21,1,243.21,0.0343,8.35,0.15,35.23,0.0,270.09,Phone,Debit Card,Latin America,Victor Gould,Referral,False,,,2023,7,3,Monday,False,0.4124016175088715,111.38555287297109
ORD_20210206_9928,2021-02-06,CUST_95181,52.0,Male,Standard,Electronics,Pro Kit 833,281.32,1,281.32,0.0,0.0,0.2,56.26,0.0,337.58,Online,Credit Card,Europe,Rhonda Smith,Advertisement,False,,9.0,2021,2,1,Saturday,True,0.4220172367265391,142.46457877414508
ORD_20220126_6471,2022-01-26,CUST_10422,30.0,Male,Standard,Books,Elite Set 288,22.24,1,22.24,0.0,0.0,0.08,1.78,5.4,24.02,Phone,Credit Card,North America,Angela Reynolds,Email,False,,10.0,2022,1,1,Wednesday,False,0.23137169811838948,5.5575481888037155
ORD_20200402_3386,2020-04-02,CUST_68132,26.0,Female,Enterprise,Sports & Outdoors,Deluxe Tool 534,75.0,1,75.0,0.1393,10.44,0.08,5.16,3.24,69.72,Phone,Credit Card,North America,Richard Francis,Referral,False,,8.0,2020,4,2,Thursday,False,0.29372478352673925,20.478491907484262
ORD_20220709_7070,2022-07-09,CUST_64106,57.0,Other,Standard,Electronics,Deluxe Set 745,440.88,1,440.88,0.0,0.0,0.1,44.09,0.0,484.96,Mobile App,Credit Card,Asia Pacific,Ana Snyder,Referral,False,,7.0,2022,7,3,Saturday,True,0.39879698482887455,193.400585762611
ORD_20201008_6040,2020-10-08,CUST_42180,19.0,,Standard,Books,Premium Widget 853,5.59,3,16.77,0.0,0.0,0.2,3.35,0.0,20.13,Retail Store,Credit Card,Europe,Daniel Fisher,Organic Search,False,,7.0,2020,10,4,Thursday,False,0.3103567988824901,6.247482361504526
ORD_20221229_4214,2022-12-29,CUST_28519,19.0,Female,Standard,Clothing,Elite Widget 892,35.63,1,35.63,0.0,0.0,0.2,7.13,10.33,42.75,Online,Credit Card,Europe,Nathan Mcintyre,Organic Search,False,,9.0,2022,12,4,Thursday,False,0.16927447853214028,7.236483957248997
ORD_20230521_9765,2023-05-21,CUST_41715,26.0,,Standard,Sports & Outdoors,Standard Package 796,101.97,1,101.97,0.0,0.0,0.2,20.39,0.0,122.36,Retail Store,Cash,Europe,Jon Grant,Email,False,,7.0,2023,5,2,Sunday,True,0.419084900159333,51.27922838349598
ORD_20210412_2686,2021-04-12,CUST_82513,49.0,Male,Standard,Books,Deluxe Unit 191,41.82,5,209.11,0.0,0.0,0.1,20.91,0.0,230.02,Online,Credit Card,Asia Pacific,Lisa Baker,Social Media,False,,6.0,2021,4,2,Monday,False,0.20227435174494351,46.52714638837191
ORD_20211006_3209,2021-10-06,CUST_66977,70.0,Female,Budget,Electronics,Standard Package 518,368.58,1,368.58,0.0544,20.06,0.15,52.28,0.0,400.8,Retail Store,Credit Card,Latin America,Amy Gonzales,Referral,False,,10.0,2021,10,4,Wednesday,False,0.2605400949192548,104.42447004363731
